company,job_title,location,company_size,company_type,company_sector,company_industry,company_revenue,job_simpl,seniority,state,salary_estimate,company_founded,hourly,rating,python_yn,spark_yn,azure_yn,aws_yn,excel_yn,machine_learning_yn,description_len,company_age,size,type,sector,revenue,zone
Netflix,Research Scientist (L5) - Product Machine Learning Research,"Los Gatos, CA",5001 to 10000 Employees,Company - Public,Information Technology,Internet & Web Services,$5 to $10 billion (USD),machine learning engineer,Senior,CA,149100.0,1997.0,0.0,4.3,0.0,0.0,0.0,0.0,0.0,1.0,416.0,25.0,Large company,Company - Public,IT and Telecommunications,$1 to $10 billion (USD),Western
Tesla,"Machine Learning Scientist, Autopilot AI","Palo Alto, CA",10000+ Employees,Company - Public,Manufacturing,Transportation Equipment Manufacturing,$1 to $5 billion (USD),machine learning engineer,mid,CA,139446.0,2003.0,0.0,3.6,1.0,0.0,0.0,0.0,0.0,1.0,242.0,19.0,Huge company,Company - Public,Industry,$1 to $10 billion (USD),Western
National Renewable Energy Laboratory,Postdoc: AI for Clean Energy,"Golden, CO",1001 to 5000 Employees,Government,"Energy, Mining & Utilities",Energy & Utilities,Unknown / Non-Applicable,machine learning engineer,Senior,CO,94450.0,1978.0,0.0,3.9,1.0,0.0,0.0,1.0,0.0,1.0,764.0,44.0,Large company,Other institutions,Industry,Unknown / Non-Applicable,Western
Microsoft,Post Doc Researcher - Machine Learning and Reinforcement Learning - Microsoft Research,"New York, NY",10000+ Employees,Company - Public,Information Technology,Computer Hardware Development,$10+ billion (USD),machine learning engineer,Senior,NY,138450.0,1975.0,0.0,4.4,0.0,0.0,0.0,1.0,0.0,1.0,818.0,47.0,Huge company,Company - Public,IT and Telecommunications,$10+ billion (USD),Northeastern
Analog Devices,Machine Learning Scientist,"Boston, MA",10000+ Employees,Company - Public,Manufacturing,Electronics Manufacturing,$10+ billion (USD),machine learning engineer,Senior,MA,126627.0,1965.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,1.0,387.0,57.0,Huge company,Company - Public,Industry,$10+ billion (USD),Northeastern
Dianthus,Machine Learning Research Engineer,"Boston, MA",Unknown,Company - Private,Information Technology,Internet & Web Services,Unknown / Non-Applicable,machine learning engineer,Senior,MA,137376.0,1988.4,0.0,3.3,1.0,0.0,0.0,1.0,0.0,1.0,228.0,33.6,Unknown size,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Northeastern
SC,Machine Learning Engineer,"West Columbia, SC",1 to 50 Employees,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,machine learning engineer,mid,SC,107500.0,1925.4,0.0,3.87,1.0,0.0,0.0,0.0,1.0,1.0,393.0,96.6,Small company,Company - Public,Unknown,Unknown / Non-Applicable,Southern
"Rich & Assoc., Inc",Azure/Applied Artificial Intelligence/Machine Learning Consultant,Remote,Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,machine learning engineer,Senior,Remote,210000.0,1992.6,1.0,4.0600000000000005,0.0,0.0,1.0,1.0,0.0,1.0,151.0,29.4,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Remote
Expedition Technology Inc,Machine Learning Operations Engineer,"Washington, VA",51 to 200 Employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$5 to $25 million (USD),machine learning engineer,Senior,VA,98636.0,2013.0,0.0,4.8,1.0,0.0,0.0,1.0,0.0,1.0,610.0,9.0,Medium-sized company,Company - Private,Other sectors,$5 to $100 million (USD),Southern
Argonne National Laboratory,Postdoctoral Appointee - Machine Learning for Computational X-Ray Science,"Lemont, IL",1001 to 5000 Employees,Government,Management & Consulting,Research & Development,Unknown / Non-Applicable,machine learning engineer,mid,IL,88155.0,1946.0,0.0,4.5,1.0,0.0,0.0,0.0,0.0,1.0,401.0,76.0,Large company,Other institutions,Business services,Unknown / Non-Applicable,Midwestern
Etsy,"Staff Software Engineer I, Machine Learning Platform","Brooklyn, NY",1001 to 5000 Employees,Company - Public,Retail & Wholesale,Other Retail Stores,$1 to $5 billion (USD),machine learning engineer,Senior,NY,213000.0,2005.0,0.0,4.5,1.0,1.0,0.0,0.0,0.0,1.0,588.0,17.0,Large company,Company - Public,Other sectors,$1 to $10 billion (USD),Northeastern
Moderna Therapeutics,"Scientist, Machine Learning","Cambridge, MA",1001 to 5000 Employees,Company - Public,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,$10+ billion (USD),machine learning engineer,Senior,MA,128826.0,2011.0,0.0,3.7,1.0,0.0,0.0,1.0,1.0,1.0,716.0,11.0,Large company,Company - Public,Healthcare,$10+ billion (USD),Northeastern
Broad Institute,Postdoc - Applied Machine Learning,"Cambridge, MA",1001 to 5000 Employees,Nonprofit Organization,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,$100 to $500 million (USD),machine learning engineer,Senior,MA,65916.0,2004.0,0.0,4.4,1.0,0.0,0.0,0.0,1.0,1.0,565.0,18.0,Large company,Other institutions,Healthcare,$100 million to $1 billion (USD),Northeastern
Mobica,Machine Learning Researcher,"Myrtle Point, OR",501 to 1000 Employees,Company - Private,Information Technology,Computer Hardware Development,$25 to $100 million (USD),machine learning engineer,Senior,OR,104289.0,2004.0,0.0,3.9,1.0,1.0,0.0,0.0,0.0,1.0,568.0,18.0,Large company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Western
NXP Semiconductors,Machine Learning Software Engineer (Entry Level),"Austin, TX",10000+ Employees,Company - Public,Manufacturing,Electronics Manufacturing,$5 to $10 billion (USD),machine learning engineer,junior,TX,125047.0,2006.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,16.0,Huge company,Company - Public,Industry,$1 to $10 billion (USD),Southern
Booz Allen Hamilton,Machine Learning Software Engineer,"Doral, FL",10000+ Employees,Company - Public,Management & Consulting,Business Consulting,$5 to $10 billion (USD),machine learning engineer,Senior,FL,105577.0,1914.0,0.0,4.2,1.0,0.0,0.0,0.0,0.0,1.0,418.0,108.0,Huge company,Company - Public,Business services,$1 to $10 billion (USD),Southern
Expedition Technology Inc,Machine Learning Operations Engineer,"Washington, VA",51 to 200 Employees,Company - Private,Aerospace & Defense,Aerospace & Defense,$5 to $25 million (USD),machine learning engineer,Senior,VA,98636.0,2013.0,0.0,4.8,1.0,0.0,0.0,1.0,0.0,1.0,610.0,9.0,Medium-sized company,Company - Private,Other sectors,$5 to $100 million (USD),Southern
Booz Allen Hamilton,Machine Learning Software Engineer,"Doral, FL",10000+ Employees,Company - Public,Management & Consulting,Business Consulting,$5 to $10 billion (USD),machine learning engineer,Senior,FL,105577.0,1914.0,0.0,4.2,1.0,0.0,0.0,0.0,0.0,1.0,416.0,108.0,Huge company,Company - Public,Business services,$1 to $10 billion (USD),Southern
John Deere,Data Wrangler,"Moline, IL",10000+ Employees,Company - Public,Manufacturing,Machinery Manufacturing,$10+ billion (USD),data engineer,mid,IL,57243.0,1837.0,0.0,4.1,1.0,0.0,1.0,1.0,0.0,1.0,522.0,185.0,Huge company,Company - Public,Industry,$10+ billion (USD),Midwestern
Meta,AI Residency Program (University Grad),"New York, NY",10000+ Employees,Company - Public,Information Technology,Internet & Web Services,$10+ billion (USD),machine learning engineer,mid,NY,102209.0,2004.0,0.0,4.1,1.0,0.0,0.0,0.0,0.0,1.0,460.0,18.0,Huge company,Company - Public,IT and Telecommunications,$10+ billion (USD),Northeastern
Diffbot,Machine Learning Engineer,"Menlo Park, CA",1 to 50 Employees,Company - Private,Information Technology,Information Technology Support Services,Unknown / Non-Applicable,machine learning engineer,Senior,CA,134737.0,2011.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,1.0,186.0,11.0,Small company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Western
McDonald's Corporation,Machine Learning Ops Engineer,"Chicago, IL",10000+ Employees,Company - Public,Restaurants & Food Service,Restaurants & Cafes,$10+ billion (USD),machine learning engineer,Senior,IL,114412.0,1955.0,0.0,3.5,1.0,0.0,0.0,1.0,1.0,1.0,531.0,67.0,Huge company,Company - Public,Other sectors,$10+ billion (USD),Midwestern
MIT Lincoln Laboratory,Autonomous Systems Developer artificial intelligence and machine learning,"Lexington, MA",1001 to 5000 Employees,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,machine learning engineer,mid,MA,107092.0,1951.0,0.0,4.3,1.0,0.0,0.0,1.0,1.0,1.0,359.0,71.0,Large company,Other institutions,Other sectors,Unknown / Non-Applicable,Northeastern
Datatron Technologies,Head of Machine Learning Engineer,Remote,1 to 50 Employees,Company - Private,Information Technology,Computer Hardware Development,Unknown / Non-Applicable,machine learning engineer,mid,Remote,157500.0,2016.0,0.0,4.3,1.0,0.0,1.0,1.0,0.0,1.0,428.0,6.0,Small company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Remote
Deloitte,Machine Learning and AI Data Scientist - Python / R / NLP,"Rosslyn, VA",10000+ Employees,Company - Private,Financial Services,Accounting & Tax,$10+ billion (USD),data scientist,Senior,VA,120277.0,1850.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,317.0,172.0,Huge company,Company - Private,Financial and housing services,$10+ billion (USD),Southern
Cold Spring Harbor Laboratory,Postdoc in Machine Learning in Genomics – Koo Lab,"Cold Spring Harbor, NY",51 to 200 Employees,Nonprofit Organization,Nonprofit & NGO,Research & Development,$5 to $25 million (USD),machine learning engineer,Senior,NY,68500.0,1890.0,0.0,3.9,1.0,0.0,0.0,0.0,0.0,1.0,396.0,132.0,Medium-sized company,Other institutions,Other sectors,$5 to $100 million (USD),Northeastern
Brookhaven National Laboratory,Research Scientist for Machine Learning,"Upton, NY",1001 to 5000 Employees,Government,Government & Public Administration,National Agencies,$500 million to $1 billion (USD),machine learning engineer,junior,NY,69910.0,1947.0,0.0,3.6,1.0,0.0,0.0,0.0,1.0,1.0,673.0,75.0,Large company,Other institutions,Other sectors,$100 million to $1 billion (USD),Northeastern
Genmab,"Senior Scientist, Pharmacology, Machine Learning","Princeton, NJ",1001 to 5000 Employees,Company - Public,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,$1 to $5 billion (USD),machine learning engineer,Senior,NJ,141906.0,1999.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,506.0,23.0,Large company,Company - Public,Healthcare,$1 to $10 billion (USD),Northeastern
Saildrone,Senior Software Engineer - Machine Learning,"Alameda, CA",51 to 200 Employees,Company - Private,Information Technology,Computer Hardware Development,$5 to $25 million (USD),machine learning engineer,Senior,CA,160000.0,2016.0,0.0,3.5,1.0,0.0,0.0,0.0,1.0,1.0,761.0,6.0,Medium-sized company,Company - Private,IT and Telecommunications,$5 to $100 million (USD),Western
Bloomberg,Applied Machine Learning Scientist - Data Technologies,"New York, NY",10000+ Employees,Company - Private,Information Technology,Computer Hardware Development,Unknown / Non-Applicable,data scientist,mid,NY,205000.0,1981.0,0.0,4.1,1.0,1.0,0.0,0.0,0.0,1.0,461.0,41.0,Huge company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Northeastern
Deloitte,Machine Learning and AI Data Scientist - Python / R / NLP,"Rosslyn, VA",10000+ Employees,Company - Private,Financial Services,Accounting & Tax,$10+ billion (USD),data scientist,Senior,VA,120277.0,1850.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,319.0,172.0,Huge company,Company - Private,Financial and housing services,$10+ billion (USD),Southern
Bloomberg,Applied Machine Learning Scientist - Data Technologies,"New York, NY",10000+ Employees,Company - Private,Information Technology,Computer Hardware Development,Unknown / Non-Applicable,data scientist,mid,NY,205000.0,1981.0,0.0,4.1,1.0,1.0,0.0,0.0,0.0,1.0,459.0,41.0,Huge company,Company - Private,IT and Telecommunications,Unknown / Non-Applicable,Northeastern
California State University,Machine Learning Researcher,"San Francisco, CA",10000+ Employees,College / University,Education,Colleges & Universities,$10+ billion (USD),machine learning engineer,Senior,CA,72000.0,1962.0,0.0,4.1,0.0,0.0,0.0,0.0,0.0,1.0,884.0,60.0,Huge company,Other institutions,Other sectors,$10+ billion (USD),Western
Anduril Industries,Machine Learning Data Annotation Contractor,"Costa Mesa, CA",1001 to 5000 Employees,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,machine learning engineer,mid,CA,44000.0,2017.0,1.0,4.7,0.0,0.0,0.0,0.0,0.0,1.0,155.0,5.0,Large company,Company - Private,Other sectors,Unknown / Non-Applicable,Western
Viasat,Machine Learning Engineer,"Carlsbad, CA",5001 to 10000 Employees,Company - Public,Telecommunications,Telecommunications Services,$1 to $5 billion (USD),machine learning engineer,Senior,CA,194350.0,1986.0,0.0,4.2,1.0,1.0,0.0,0.0,0.0,1.0,458.0,36.0,Large company,Company - Public,IT and Telecommunications,$1 to $10 billion (USD),Western
HP,Machine Learning Engineer,"Palo Alto, CA",10000+ Employees,Company - Public,Information Technology,Computer Hardware Development,Unknown / Non-Applicable,machine learning engineer,Senior,CA,127000.0,1939.0,0.0,4.2,1.0,1.0,0.0,1.0,1.0,1.0,725.0,83.0,Huge company,Company - Public,IT and Telecommunications,Unknown / Non-Applicable,Western
Allen Institute,Scientific Data Engineer I - Bioinformatic and Machine Learning,"Seattle, WA",201 to 500 Employees,Nonprofit Organization,Management & Consulting,Research & Development,$100 to $500 million (USD),data engineer,junior,WA,88027.0,2003.0,0.0,3.7,1.0,0.0,0.0,0.0,0.0,1.0,673.0,19.0,Medium-sized company,Other institutions,Business services,$100 million to $1 billion (USD),Western
MedArriv,"Director, Data Science and Machine Learning","Austin, TX",Unknown,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,machine learning engineer,Senior,TX,109794.0,1998.0,0.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,761.0,24.0,Unknown size,Company - Public,Unknown,Unknown / Non-Applicable,Southern
Xcelerate Solutions,Research Scientist/Multimodal Machine Learning - TS,"Bethesda, MD",201 to 500 Employees,Company - Private,Management & Consulting,Business Consulting,$25 to $100 million (USD),machine learning engineer,Senior,MD,104582.0,2009.0,0.0,4.2,1.0,0.0,0.0,0.0,0.0,1.0,566.0,13.0,Medium-sized company,Company - Private,Business services,$5 to $100 million (USD),Southern
Brookhaven National Laboratory,Postdoctoral Research Associate Machine Learning,"Upton, NY",1001 to 5000 Employees,Government,Government & Public Administration,National Agencies,$500 million to $1 billion (USD),machine learning engineer,junior,NY,78739.0,1947.0,0.0,3.6,1.0,0.0,0.0,0.0,1.0,1.0,675.0,75.0,Large company,Other institutions,Other sectors,$100 million to $1 billion (USD),Northeastern
Altfest Personal Wealth Management,Part-Time Researcher Using Machine Learning In Finance,"New York, NY",1 to 50 Employees,Company - Private,Financial Services,Investment & Asset Management,$5 to $25 million (USD),machine learning engineer,mid,NY,45000.0,1983.0,1.0,4.8,0.0,0.0,0.0,0.0,0.0,1.0,226.0,39.0,Small company,Company - Private,Financial and housing services,$5 to $100 million (USD),Northeastern
"Lynntech, Inc.",Machine Learning Scientist,"College Station, TX",51 to 200 Employees,Company - Private,Management & Consulting,Research & Development,$5 to $25 million (USD),machine learning engineer,mid,TX,91174.0,1987.0,0.0,3.5,1.0,0.0,0.0,0.0,0.0,1.0,418.0,35.0,Medium-sized company,Company - Private,Business services,$5 to $100 million (USD),Southern
TEKtalent Inc,Machine Learning Engineer,Remote,51 to 200 Employees,Company - Public,Human Resources & Staffing,Staffing & Subcontracting,$5 to $25 million (USD),machine learning engineer,mid,Remote,80000.0,2000.0,0.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,175.0,22.0,Medium-sized company,Company - Public,Business services,$5 to $100 million (USD),Remote
Lululemon,Senior Architect I - DAIM (Data Analytics Insights & Machine Learning),"Seattle, WA",10000+ Employees,Company - Public,Retail & Wholesale,"Department, Clothing & Shoe Stores",$5 to $10 billion (USD),machine learning engineer,Senior,WA,152850.0,1998.0,0.0,4.3,1.0,1.0,1.0,0.0,0.0,1.0,662.0,24.0,Huge company,Company - Public,Other sectors,$1 to $10 billion (USD),Western
Eight Sleep,Head of Machine Learning,"New York, NY",1 to 50 Employees,Company - Public,Unknown,Unknown,Unknown / Non-Applicable,machine learning engineer,Senior,NY,137055.0,1988.4,0.0,4.3,1.0,0.0,0.0,0.0,1.0,0.0,439.0,33.6,Small company,Company - Public,Unknown,Unknown / Non-Applicable,Northeastern
Emory University,Post Doctoral Fellow - Artificial Intelligence/Machine Learning,"Atlanta, GA",10000+ Employees,College / University,Education,Colleges & Universities,$1 to $5 billion (USD),machine learning engineer,Senior,GA,91428.0,1974.0,0.0,4.2,0.0,0.0,0.0,0.0,1.0,1.0,546.0,48.0,Huge company,Other institutions,Other sectors,$1 to $10 billion (USD),Southern
"JPMorgan Chase Bank, N.A.",Applied AI/ML,"New York, NY",10000+ Employees,Company - Public,Financial Services,Banking & Lending,$10+ billion (USD),machine learning engineer,Senior,NY,191125.0,1799.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,548.0,223.0,Huge company,Company - Public,Financial and housing services,$10+ billion (USD),Northeastern
Rockstar Games,"Senior Data Scientist, Machine Learning: Platform","San Diego, CA",1001 to 5000 Employees,Subsidiary or Business Segment,Media & Communication,Video Game Publishing,$5 to $25 million (USD),data scientist,Senior,CA,136121.0,1998.0,0.0,4.4,1.0,1.0,1.0,0.0,0.0,1.0,722.0,24.0,Large company,Other institutions,Media and Entertaiment,$5 to $100 million (USD),Western
Biogen,"Research Fellow, Machine Learning for Discovery Modalities","Cambridge, MA",5001 to 10000 Employees,Company - Public,Pharmaceutical & Biotechnology,Biotech & Pharmaceuticals,$5 to $25 million (USD),machine learning engineer,Senior,MA,134068.0,1978.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,523.0,44.0,Large company,Company - Public,Healthcare,$5 to $100 million (USD),Northeastern
Technical Paradigm,Python Backend Developer with Machine Learning.,"Mission, TX",1 to 50 Employees,Private Practice / Firm,Unknown,Unknown,Unknown / Non-Applicable,machine learning engineer,Senior,TX,100000.0,1979.2,1.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,288.0,42.8,Small company,Other institutions,Unknown,Unknown / Non-Applicable,Southern
"JPMorgan Chase Bank, N.A.",Applied AI/ML,"New York, NY",10000+ Employees,Company - Public,Financial Services,Banking & Lending,$10+ billion (USD),machine learning engineer,Senior,NY,191125.0,1799.0,0.0,3.8,0.0,0.0,0.0,0.0,0.0,0.0,550.0,223.0,Huge company,Company - Public,Financial and housing services,$10+ billion (USD),Northeastern
Attadale Partner,Machine Learning / NLP Data Scientist,"Schaumburg, IL",1 to 50 Employees,Company - Private,Management & Consulting,Business Consulting,Unknown / Non-Applicable,data scientist,Senior,IL,113455.0,1994.0,0.0,3.7999999999999994,0.0,0.0,0.0,0.0,1.0,1.0,301.0,28.0,Small company,Company - Private,Business services,Unknown / Non-Applicable,Midwestern
